Sample,Record ID,Max Distance,Strain
GCF_900236515.1_Bru_genome43_genomic,900236515,0.000314862,Brucella melitensis
GCF_000365565.1_Bruc_suis_F8_06-2_V1_genomic,000365565,0.0005541519999999999,Brucella suis
GCF_003194855.1_ASM319485v1_genomic,003194855,7.82718e-05,Brucella suis
GCF_001038665.1_ASM103866v1_genomic,001038665,7.82718e-05,Brucella abortus
GCF_000366485.1_Bruc_abor_93_1_V1_genomic,000366485,0.0,Brucella abortus
GCF_006506035.1_ASM650603v1_genomic,006506035,0.000156838,Brucella melitensis
GCF_900236375.1_Bru_genome9_genomic,900236375,0.000394323,Brucella melitensis
GCF_000227645.1_ASM22764v1_genomic,000227645,0.000235701,Brucella melitensis
GCF_001302485.1_ASM130248v1_genomic,001302485,0.000156838,Brucella melitensis
GCF_002191515.1_ASM219151v1_genomic,002191515,0.000235701,Brucella melitensis
GCF_001402105.1_ASM140210v1_genomic,001402105,0.000156838,Brucella abortus
GCF_000371345.1_Bruc_ovis_IntaBari-2010-47-268_V1_genomic,000371345,0.0,Brucella ovis
GCF_002749475.1_ASM274947v1_genomic,002749475,0.0,Brucella suis
GCF_000371265.1_Bruc_suis_F7_06-5_V1_genomic,000371265,0.000235701,Brucella suis
GCF_000245855.1_Bruc_abor_bv1_NI486_V1_genomic,000245855,0.0,Brucella abortus
GCF_003516065.1_ASM351606v1_genomic,003516065,7.82718e-05,Brucella melitensis
GCF_001856215.1_ASM185621v1_genomic,001856215,0.000156838,Brucella abortus
GCF_006508005.1_ASM650800v1_genomic,006508005,0.000156838,Brucella melitensis
GCF_003432005.1_ASM343200v1_genomic,003432005,0.000235701,Brucella melitensis
GCF_006517295.1_ASM651729v1_genomic,006517295,0.000314862,Brucella melitensis
GCF_006507455.1_ASM650745v1_genomic,006507455,0.000314862,Brucella melitensis
GCF_900446025.1_58932_E01_genomic,900446025,7.82718e-05,Brucella abortus
GCF_002204265.1_ASM220426v1_genomic,002204265,0.0,Brucella melitensis
GCF_002631235.1_ASM263123v1_genomic,002631235,7.82718e-05,Brucella melitensis
GCF_001715465.1_ASM171546v1_genomic,001715465,0.000235701,Brucella melitensis
GCF_900236335.1_Bru_genome7_genomic,900236335,0.000314862,Brucella melitensis
GCF_000192885.1_ASM19288v1_genomic,000192885,7.82718e-05,Brucella melitensis
GCF_001715425.1_ASM171542v1_genomic,001715425,0.0,Brucella suis
GCF_009665015.1_ASM966501v1_genomic,009665015,0.0,Brucella sp
GCF_000413835.1_Bruc_abor_biovar_1_B10-0973_V1_genomic,000413835,7.82718e-05,Brucella abortus
GCF_000371185.1_Bruc_suis_5_05-10_V1_genomic,000371185,7.82718e-05,Brucella suis
GCF_006506385.1_ASM650638v1_genomic,006506385,0.000156838,Brucella melitensis
GCF_006517305.1_ASM651730v1_genomic,006517305,0.0005541519999999999,Brucella melitensis
GCF_002191875.1_ASM219187v1_genomic,002191875,0.000235701,Brucella melitensis
GCF_003994435.1_ASM399443v1_genomic,003994435,7.82718e-05,Brucella abortus
GCF_000370085.1_Bruc_abor_64_108_V1_genomic,000370085,7.82718e-05,Brucella abortus
GCF_000413675.1_Bruc_abor_biovar_4_90-0775_V1_genomic,000413675,0.0,Brucella abortus
GCF_001431745.1_ASM143174v1_genomic,001431745,7.82718e-05,Brucella melitensis
GCF_900236355.1_Bru_genome20_genomic,900236355,0.000394323,Brucella melitensis
GCF_000365945.1_Bruc_ovis_IntaBari-2001-319-5096_V1_genomic,000365945,0.0,Brucella ovis
GCF_001937875.1_ASM193787v1_genomic,001937875,0.000235701,Brucella melitensis
GCF_006506835.1_ASM650683v1_genomic,006506835,0.000156838,Brucella melitensis
GCF_900417255.1_00-3099-5733_genomic,900417255,0.000235701,Brucella melitensis
GCF_006507185.1_ASM650718v1_genomic,006507185,0.000156838,Brucella melitensis
GCF_002263015.1_ASM226301v1_genomic,002263015,0.0,Brucella melitensis
GCF_000366885.1_Bruc_meli_CNGB_1120_V1_genomic,000366885,7.82718e-05,Brucella melitensis
GCF_002192115.1_ASM219211v1_genomic,002192115,0.000235701,Brucella melitensis
GCF_006507225.1_ASM650722v1_genomic,006507225,0.000235701,Brucella melitensis
GCF_009601725.1_ASM960172v1_genomic,009601725,0.0,Brucella sp
GCF_000365585.1_Bruc_suis_F5_03-2_V1_genomic,000365585,7.82718e-05,Brucella suis
GCF_900446155.1_59302_G01_genomic,900446155,0.006404300000000001,Brucella suis
GCF_000370105.1_Bruc_abor_64_81_V1_genomic,000370105,7.82718e-05,Brucella abortus
GCF_000370545.1_Bruc_abor_NI495a_V1_genomic,000370545,0.0,Brucella abortus
GCF_000740375.1_ASM74037v1_genomic,000740375,0.0,Brucella abortus
GCF_001078335.1_B.canis_SCL_genomic,001078335,0.000394323,Brucella canis
GCF_000370045.1_Bruc_abor_63_168_V1_genomic,000370045,0.0,Brucella abortus
GCF_000371145.1_Bruc_suis_CNGB_247_V1_genomic,000371145,7.82718e-05,Brucella suis
GCF_006506745.1_ASM650674v1_genomic,006506745,0.000156838,Brucella melitensis
GCF_000414015.1_Bruc_abor_biovar_1_82-2330_V1_genomic,000414015,0.0,Brucella abortus
GCF_900417245.1_00-3099-5734_genomic,900417245,0.000235701,Brucella melitensis
GCF_900446045.1_58932_D01_genomic,900446045,0.000156838,Brucella abortus
GCF_006507945.1_ASM650794v1_genomic,006507945,0.000156838,Brucella melitensis
GCF_006507595.1_ASM650759v1_genomic,006507595,0.000314862,Brucella melitensis
GCF_006506025.1_ASM650602v1_genomic,006506025,0.000314862,Brucella melitensis
GCF_001702305.1_ASM170230v1_genomic,001702305,0.000235701,Brucella melitensis
GCF_000413815.1_Bruc_abor_biovar_1_B10-0018_V1_genomic,000413815,0.0,Brucella abortus
GCF_003994095.1_ASM399409v1_genomic,003994095,0.000156838,Brucella melitensis
GCF_006507965.1_ASM650796v1_genomic,006507965,0.000235701,Brucella melitensis
GCF_000370345.1_Bruc_abor_88_217_V1_genomic,000370345,0.00112327,Brucella abortus
GCF_000740435.1_ASM74043v1_genomic,000740435,7.82718e-05,Brucella suis
GCF_000701065.1_Bru1330_genomic,000701065,0.000156838,Brucella suis
GCF_000370025.1_Bruc_abor_63_144_V1_genomic,000370025,7.82718e-05,Brucella abortus
GCF_006506855.1_ASM650685v1_genomic,006506855,0.000156838,Brucella melitensis
GCF_006506515.1_ASM650651v1_genomic,006506515,0.000796189,Brucella melitensis
GCF_002291305.1_ASM229130v1_genomic,002291305,0.00179282,Brucella abortus
GCF_000182625.1_ASM18262v1_genomic,000182625,0.0,Brucella abortus
GCF_000157855.1_ASM15785v1_genomic,000157855,0.000394323,Brucella ceti
GCF_002291245.1_ASM229124v1_genomic,002291245,7.82718e-05,Brucella abortus
GCF_000367025.1_Bruc_meli_R3_07-2_V1_genomic,000367025,0.000235701,Brucella melitensis
GCF_002192055.1_ASM219205v1_genomic,002192055,0.000235701,Brucella melitensis
GCF_000742215.1_ASM74221v1_genomic,000742215,0.000235701,Brucella abortus
GCF_000158695.1_ASM15869v1_genomic,000158695,0.000156838,Brucella melitensis
GCF_006507075.1_ASM650707v1_genomic,006507075,0.000156838,Brucella melitensis
GCF_002291285.1_ASM229128v1_genomic,002291285,0.000235701,Brucella abortus
GCF_000479995.1_Bruc_abor_03-2770-11_V1_genomic,000479995,0.0,Brucella abortus
GCF_000698245.1_ASM69824v1_genomic,000698245,7.82718e-05,Brucella suis
GCF_001401995.1_ASM140199v1_genomic,001401995,7.82718e-05,Brucella abortus
GCF_002191895.1_ASM219189v1_genomic,002191895,7.82718e-05,Brucella melitensis
GCF_000158795.1_ASM15879v1_genomic,000158795,7.82718e-05,Brucella abortus
GCF_006506395.1_ASM650639v1_genomic,006506395,0.000156838,Brucella melitensis
GCF_000370685.1_Bruc_meli_F8_01-155_V1_genomic,000370685,7.82718e-05,Brucella melitensis
GCF_000413555.1_Bruc_abor_biovar_2_82-3893_V1_genomic,000413555,0.0,Brucella abortus
GCF_900236345.1_Bru_genome47_genomic,900236345,0.000314862,Brucella melitensis
GCF_002278695.1_ASM227869v1_genomic,002278695,0.000156838,Brucella melitensis
GCF_003994025.1_ASM399402v1_genomic,003994025,0.000156838,Brucella abortus
GCF_006507445.1_ASM650744v1_genomic,006507445,0.000156838,Brucella melitensis
GCF_000370825.1_Bruc_meli_UK3_06_V1_genomic,000370825,7.82718e-05,Brucella melitensis
GCF_000370745.1_Bruc_meli_UK22_04_V1_genomic,000370745,0.000314862,Brucella melitensis
GCF_900236445.1_Bru_genome2_genomic,900236445,0.000394323,Brucella melitensis
GCF_003993965.1_ASM399396v1_genomic,003993965,0.000156838,Brucella melitensis
GCF_006506965.1_ASM650696v1_genomic,006506965,0.000314862,Brucella melitensis
GCF_002150395.1_ASM215039v1_genomic,002150395,0.000235701,Brucella melitensis
GCF_009664935.1_ASM966493v1_genomic,009664935,0.0,Brucella sp
GCF_000742255.1_ASM74225v1_genomic,000742255,0.000314862,Brucella neotomae
GCF_000366505.1_Bruc_abor_CNGB_1011_V1_genomic,000366505,0.0,Brucella abortus
GCF_001856195.1_ASM185619v1_genomic,001856195,0.000235701,Brucella abortus
GCF_900491915.1_07-2859-6070_genomic,900491915,0.000156838,Brucella canis
GCF_002191795.1_ASM219179v1_genomic,002191795,7.82718e-05,Brucella melitensis
GCF_000371325.1_Bruc_suis_F9_06-1_V1_genomic,000371325,0.0,Brucella suis
GCF_000331635.1_Brucella_019_genomic,000331635,0.000634523,Brucella suis
GCF_000367085.1_Bruc_ovis_F8_05B_V1_genomic,000367085,0.0,Brucella ovis
GCF_002191415.1_ASM219141v1_genomic,002191415,0.000235701,Brucella melitensis
GCF_000480195.1_Bruc_sp_04-5288_V1_genomic,000480195,0.000314862,Brucella suis
GCF_002191755.1_ASM219175v1_genomic,002191755,0.000156838,Brucella melitensis
GCF_900236495.1_Bru_genome46_genomic,900236495,0.000394323,Brucella melitensis
GCF_000740175.1_ASM74017v1_genomic,000740175,7.82718e-05,Brucella abortus
GCF_004208695.1_ASM420869v1_genomic,004208695,7.82718e-05,Brucella melitensis
GCF_000370365.1_Bruc_abor_F1_06-B21_V1_genomic,000370365,0.000314862,Brucella abortus
GCF_009017395.1_ASM901739v1_genomic,009017395,0.0,Brucella melitensis
GCF_006505895.1_ASM650589v1_genomic,006505895,0.000156838,Brucella melitensis
GCF_000238195.1_ASM23819v1_genomic,000238195,0.000394323,Brucella canis
GCF_000413595.1_Bruc_abor_biovar_1_85-1058_V1_genomic,000413595,7.82718e-05,Brucella abortus
GCF_006507775.1_ASM650777v1_genomic,006507775,0.000235701,Brucella melitensis
GCF_001971625.1_ASM197162v1_genomic,001971625,0.0221763,Brucella sp
GCF_000480215.1_Bruc_meli_11-1823-3434_V1_genomic,000480215,7.82718e-05,Brucella melitensis
GCF_000370225.1_Bruc_abor_80_101_V1_genomic,000370225,0.000715202,Brucella abortus
GCF_002266775.1_ASM226677v1_genomic,002266775,0.000235701,Brucella melitensis
GCF_004137275.1_ASM413727v1_genomic,004137275,0.000156838,Brucella abortus
GCF_008761615.1_ASM876161v1_genomic,008761615,0.000156838,Brucella melitensis
GCF_006506605.1_ASM650660v1_genomic,006506605,0.000156838,Brucella melitensis
GCF_000157875.1_ASM15787v1_genomic,000157875,0.0,Brucella sp
GCF_001307475.2_ASM130747v2_genomic,001307475,0.0,Brucella melitensis
GCF_000366565.1_Bruc_abor_CNGB_436_V1_genomic,000366565,7.82718e-05,Brucella abortus
GCF_001402025.1_ASM140202v1_genomic,001402025,7.82718e-05,Brucella abortus
GCF_006506675.1_ASM650667v1_genomic,006506675,0.000314862,Brucella melitensis
GCF_900236405.1_Bru_genome13_genomic,900236405,0.000474086,Brucella melitensis
GCF_002191555.1_ASM219155v1_genomic,002191555,0.000235701,Brucella melitensis
GCF_000365985.1_Bruc_ovis_IntaBari-2008-114-542_V1_genomic,000365985,0.0,Brucella ovis
GCF_002192075.1_ASM219207v1_genomic,002192075,0.000235701,Brucella melitensis
GCF_000366305.1_Bruc_abor_67_781_V1_genomic,000366305,0.0,Brucella abortus
GCF_000741995.1_ASM74199v1_genomic,000741995,7.82718e-05,Brucella suis
GCF_000366765.1_Bruc_abor_NI633_V1_genomic,000366765,0.0,Brucella abortus
GCF_003994185.1_ASM399418v1_genomic,003994185,0.000156838,Brucella melitensis
GCF_003989725.1_ASM398972v1_genomic,003989725,0.00112327,Brucella abortus
GCF_000160295.1_ASM16029v1_genomic,000160295,7.82718e-05,Brucella melitensis
GCF_006507345.1_ASM650734v1_genomic,006507345,0.000156838,Brucella melitensis
GCF_006505925.1_ASM650592v1_genomic,006505925,0.000314862,Brucella melitensis
GCF_000366145.1_Bruc_abor_CNGB_759_V1_genomic,000366145,0.0,Brucella abortus
GCF_000365845.1_Bruc_meli_F15_06-7_V1_genomic,000365845,0.000156838,Brucella melitensis
GCF_000223195.1_ASM22319v1_genomic,000223195,0.0,Brucella suis
GCF_006507905.1_ASM650790v1_genomic,006507905,0.000156838,Brucella melitensis
GCF_000292105.1_ASM29210v2_genomic,000292105,0.000394323,Brucella suis
GCF_006508035.1_ASM650803v1_genomic,006508035,0.000156838,Brucella melitensis
GCF_002204345.1_ASM220434v1_genomic,002204345,0.0,Brucella melitensis
GCF_002191635.1_ASM219163v1_genomic,002191635,0.000235701,Brucella melitensis
GCF_900095155.1_BR141012304v1_genomic,900095155,0.0212513,Brucella sp
GCF_000740335.1_ASM74033v1_genomic,000740335,0.0,Brucella canis
GCF_000740295.1_ASM74029v1_genomic,000740295,0.0,Brucella abortus
GCF_000016845.1_ASM1684v1_genomic,000016845,0.0,Brucella ovis
GCF_000370785.1_Bruc_meli_Uk24_06_V1_genomic,000370785,0.000394323,Brucella melitensis
GCF_000367125.1_Bruc_sp_UK38_05_V1_genomic,000367125,0.000314862,Brucella ceti
GCF_000413795.1_Bruc_abor_biovar_1_01-0065_V1_genomic,000413795,7.82718e-05,Brucella abortus
GCF_002191315.1_ASM219131v1_genomic,002191315,7.82718e-05,Brucella melitensis
GCF_000370765.1_Bruc_meli_UK23_06_V1_genomic,000370765,0.000314862,Brucella melitensis
GCF_900236535.1_Bru_genome4_genomic,900236535,0.000474086,Brucella melitensis
GCF_000366945.1_Bruc_meli_F2_06-6_V1_genomic,000366945,7.82718e-05,Brucella melitensis
GCF_006506935.1_ASM650693v1_genomic,006506935,0.000235701,Brucella melitensis
GCF_001715405.1_ASM171540v1_genomic,001715405,0.000394323,Brucella canis
GCF_900446085.1_59302_C02_genomic,900446085,0.0023962,Brucella melitensis
GCF_000699025.1_ASM69902v1_genomic,000699025,7.82718e-05,Brucella suis
GCF_002278575.1_ASM227857v1_genomic,002278575,0.000235701,Brucella melitensis
GCF_000366005.1_Bruc_ovis_IntaBari-1993-758_V1_genomic,000366005,0.0,Brucella ovis
GCF_000366545.1_Bruc_abor_CNGB_308_V1_genomic,000366545,0.0,Brucella abortus
GCF_000370205.1_Bruc_abor_78_32_V1_genomic,000370205,0.000715202,Brucella abortus
GCF_001402075.1_ASM140207v1_genomic,001402075,7.82718e-05,Brucella abortus
GCF_001971805.1_ASM197180v1_genomic,001971805,0.0,Brucella sp
GCF_006508015.1_ASM650801v1_genomic,006508015,0.000314862,Brucella melitensis
GCF_000739315.1_ASM73931v1_genomic,000739315,0.000235701,Brucella abortus
GCF_000413975.1_Bruc_abor_biovar_1_89-0363_V1_genomic,000413975,0.0,Brucella abortus
GCF_006506015.1_ASM650601v1_genomic,006506015,0.000156838,Brucella melitensis
GCF_006506665.1_ASM650666v1_genomic,006506665,0.000235701,Brucella melitensis
GCF_000413955.1_Bruc_abor_biovar_1_B10-0091_V1_genomic,000413955,0.0,Brucella abortus
GCF_000245935.1_Bruc_abor_bv1_NI016_V1_genomic,000245935,0.0,Brucella abortus
GCF_000739335.1_ASM73933v1_genomic,000739335,0.00112327,Brucella abortus
GCF_001940595.1_ASM194059v1_genomic,001940595,0.000235701,Brucella abortus
GCF_000370525.1_Bruc_abor_NI422_V1_genomic,000370525,0.0,Brucella abortus
GCF_002191595.1_ASM219159v1_genomic,002191595,0.000235701,Brucella melitensis
GCF_002214285.1_ASM221428v1_genomic,002214285,0.000314862,Brucella melitensis
GCF_006507795.1_ASM650779v1_genomic,006507795,0.00179282,Brucella melitensis
GCF_001856295.1_ASM185629v1_genomic,001856295,0.0,Brucella melitensis
GCF_000371285.1_Bruc_suis_F8_06-1_V1_genomic,000371285,0.0,Brucella suis
GCF_006506575.1_ASM650657v1_genomic,006506575,0.000156838,Brucella melitensis
GCF_000160275.1_ASM16027v1_genomic,000160275,7.82718e-05,Brucella suis
GCF_001307425.1_ASM130742v1_genomic,001307425,0.0,Brucella melitensis
GCF_001766405.1_ASM176640v1_genomic,001766405,7.82718e-05,Brucella melitensis
GCF_006507425.1_ASM650742v1_genomic,006507425,0.000156838,Brucella melitensis
GCF_001715505.1_ASM171550v1_genomic,001715505,0.000156838,Brucella abortus
GCF_002871075.1_ASM287107v1_genomic,002871075,7.82718e-05,Brucella melitensis
GCF_000366085.1_Bruc_suis_63_252_V1_genomic,000366085,7.82718e-05,Brucella suis
GCF_002290705.1_ASM229070v1_genomic,002290705,0.00265998,Brucella abortus
GCF_000018725.1_ASM1872v1_genomic,000018725,0.0,Brucella abortus
GCF_006506195.1_ASM650619v1_genomic,006506195,0.000314862,Brucella melitensis
GCF_000157695.1_ASM15769v1_genomic,000157695,7.82718e-05,Brucella abortus
GCF_006506815.1_ASM650681v1_genomic,006506815,0.000235701,Brucella melitensis
GCF_006506225.1_ASM650622v1_genomic,006506225,0.000314862,Brucella melitensis
GCF_000369985.1_Bruc_abor_63_130_V1_genomic,000369985,0.0,Brucella abortus
GCF_000480275.1_Bruc_cani_96-7258_V1_genomic,000480275,0.0,Brucella canis
GCF_006506295.1_ASM650629v1_genomic,006506295,0.000235701,Brucella melitensis
GCF_006507555.1_ASM650755v1_genomic,006507555,0.000156838,Brucella melitensis
GCF_006506235.1_ASM650623v1_genomic,006506235,0.000235701,Brucella melitensis
GCF_006507565.1_ASM650756v1_genomic,006507565,0.000314862,Brucella melitensis
GCF_000398805.1_Bruc_abor_93_2_V1_genomic,000398805,7.82718e-05,Brucella abortus
GCF_000370625.1_Bruc_meli_BG2_S27_V1_genomic,000370625,0.0,Brucella melitensis
GCF_000365705.1_Bruc_suis_F4_06-146_V1_genomic,000365705,7.82718e-05,Brucella suis
GCF_000163115.1_ASM16311v1_genomic,000163115,0.000235701,Brucella abortus
GCF_000366125.1_Bruc_abor_CNGB_752_V1_genomic,000366125,0.0,Brucella abortus
GCF_000221005.1_ASM22100v1_genomic,000221005,0.000235701,Brucella pinnipedialis
GCF_004127195.1_ASM412719v1_genomic,004127195,0.000474086,Brucella canis
GCF_000366785.1_Bruc_abor_NI645_V1_genomic,000366785,0.0,Brucella abortus
GCF_000177155.1_ASM17715v1_genomic,000177155,0.0,Brucella sp
GCF_000370185.1_Bruc_abor_78_14_V1_genomic,000370185,7.82718e-05,Brucella abortus
GCF_000365685.1_Bruc_abor_NI388_V1_genomic,000365685,0.0,Brucella abortus
GCF_003989965.1_ASM398996v1_genomic,003989965,0.00112327,Brucella abortus
GCF_900417225.1_00-2529-3_genomic,900417225,0.000314862,Brucella melitensis
GCF_003993955.1_ASM399395v1_genomic,003993955,0.0,Brucella melitensis
GCF_002192095.1_ASM219209v1_genomic,002192095,0.000235701,Brucella melitensis
GCF_000413515.1_Bruc_ovis_IntaBari-2009-88-3_V1_genomic,000413515,0.0,Brucella ovis
GCF_000365925.1_Bruc_ovis_IntaBari-2002-82-58_V1_genomic,000365925,0.0,Brucella ovis
GCF_002290745.1_ASM229074v1_genomic,002290745,0.00112327,Brucella abortus
GCF_000370485.1_Bruc_abor_F6_05-9_V1_genomic,000370485,7.82718e-05,Brucella abortus
GCF_000600055.1_ASM60005v1_genomic,000600055,0.0,Brucella suis
GCF_002895125.1_ASM289512v1_genomic,002895125,7.82718e-05,Brucella melitensis
GCF_000366065.1_Bruc_ovis_IntaBari-2006-46-348_V1_genomic,000366065,7.82718e-05,Brucella ovis
GCF_006507745.1_ASM650774v1_genomic,006507745,0.000235701,Brucella melitensis
GCF_000366225.1_Bruc_suis_92_63_V1_genomic,000366225,0.000156838,Brucella suis
GCF_900236435.1_Bru_genome23_genomic,900236435,0.000474086,Brucella melitensis
GCF_002192135.1_ASM219213v1_genomic,002192135,0.000156838,Brucella melitensis
GCF_000157715.1_ASM15771v1_genomic,000157715,0.000314862,Brucella abortus
GCF_000413535.1_Bruc_abor_biovar_4_68-3396P_V1_genomic,000413535,0.0,Brucella abortus
GCF_002191615.1_ASM219161v1_genomic,002191615,7.82718e-05,Brucella melitensis
GCF_000370725.1_Bruc_meli_UK14_06_V1_genomic,000370725,0.000314862,Brucella melitensis
GCF_000298615.1_V1.0_of_Brucella_melitensis_bv.3_str_128_genomic,000298615,7.82718e-05,Brucella melitensis
GCF_003984745.1_ASM398474v1_genomic,003984745,0.0,Brucella abortus
GCF_000370385.1_Bruc_abor_F10_05-11_V1_genomic,000370385,0.0,Brucella abortus
GCF_000413575.1_Bruc_abor_biovar_1_84-0928_V1_genomic,000413575,0.0,Brucella abortus
GCF_003965945.1_ASM396594v1_genomic,003965945,0.0,Brucella abortus
GCF_003244395.2_ASM324439v2_genomic,003244395,0.000235701,Brucella abortus
GCF_003994155.1_ASM399415v1_genomic,003994155,7.82718e-05,Brucella abortus
GCF_006507495.1_ASM650749v1_genomic,006507495,0.000156838,Brucella melitensis
GCF_900095085.1_14913_1_10_genomic,900095085,0.0,Brucella abortus
GCF_006507765.1_ASM650776v1_genomic,006507765,0.000156838,Brucella melitensis
GCF_900491895.1_07-2859-6071_genomic,900491895,0.000394323,Brucella canis
GCF_000366285.1_Bruc_abor_64_122_V1_genomic,000366285,0.0,Brucella abortus
GCF_002191715.1_ASM219171v1_genomic,002191715,0.0,Brucella melitensis
GCF_000370965.1_Bruc_sp_F23_97_V1_genomic,000370965,0.0,Brucella sp
GCF_002191995.1_ASM219199v1_genomic,002191995,0.0,Brucella melitensis
GCF_001856365.1_ASM185636v1_genomic,001856365,0.0,Brucella melitensis
GCF_000698285.1_ASM69828v1_genomic,000698285,7.82718e-05,Brucella suis
GCF_001608425.1_BMEL003-SEQ-1-ASM-1_genomic,001608425,0.000314862,Brucella melitensis
GCF_000940435.1_Brucella_melitensis_MY1483_09_genomic,000940435,7.82718e-05,Brucella melitensis
GCF_000365765.1_Bruc_abor_F6_05-2_V1_genomic,000365765,0.000156838,Brucella abortus
GCF_000371085.1_Bruc_suis_01-5744_V1_genomic,000371085,0.0,Brucella suis
GCF_000367285.1_Bruc_cani_CNGB_1324_V1_genomic,000367285,0.000314862,Brucella canis
GCF_001702335.1_ASM170233v1_genomic,001702335,0.000235701,Brucella melitensis
GCF_000366165.1_Bruc_abor_CNGB_966_V1_genomic,000366165,0.0,Brucella abortus
GCF_002192195.1_ASM219219v1_genomic,002192195,0.000235701,Brucella melitensis
GCF_006506625.1_ASM650662v1_genomic,006506625,0.000394323,Brucella melitensis
GCF_900417235.1_00-2782_genomic,900417235,0.000156838,Brucella melitensis
GCF_009665065.1_ASM966506v1_genomic,009665065,0.0,Brucella sp
GCF_900236585.1_Bru_genome1_genomic,900236585,0.000394323,Brucella melitensis
GCF_006507685.1_ASM650768v1_genomic,006507685,0.000156838,Brucella melitensis
GCF_000298595.1_V1.0_of_Brucella_melitensis_bv_1_str_133_genomic,000298595,7.82718e-05,Brucella melitensis
GCF_001715445.1_ASM171544v1_genomic,001715445,0.000156838,Brucella canis
GCF_002191775.1_ASM219177v1_genomic,002191775,0.000156838,Brucella melitensis
GCF_002191835.1_ASM219183v1_genomic,002191835,0.000156838,Brucella melitensis
GCF_006506435.1_ASM650643v1_genomic,006506435,0.000156838,Brucella melitensis
GCF_000366105.1_Bruc_abor_65_110_V1_genomic,000366105,0.000235701,Brucella abortus
GCF_000740255.1_ASM74025v1_genomic,000740255,0.000156838,Brucella suis
GCF_900446095.1_59071_B01_genomic,900446095,0.000156838,Brucella melitensis
GCF_002953595.1_ASM295359v1_genomic,002953595,7.82718e-05,Brucella melitensis
GCF_001856285.1_ASM185628v1_genomic,001856285,7.82718e-05,Brucella melitensis
GCF_000413695.1_Bruc_abor_biovar_2_90-0737_V1_genomic,000413695,0.0,Brucella abortus
GCF_002290685.1_ASM229068v1_genomic,002290685,0.000634523,Brucella abortus
GCF_000740395.1_ASM74039v1_genomic,000740395,0.0,Brucella melitensis
GCF_000371065.1_Bruc_sp_UK40_99_V1_genomic,000371065,0.000235701,Brucella pinnipedialis
GCF_006507365.1_ASM650736v1_genomic,006507365,0.000156838,Brucella melitensis
GCF_000366445.1_Bruc_abor_88_226_V1_genomic,000366445,7.82718e-05,Brucella abortus
GCF_001766475.1_ASM176647v1_genomic,001766475,0.000156838,Brucella melitensis
GCF_003516085.1_ASM351608v1_genomic,003516085,7.82718e-05,Brucella melitensis
GCF_000413715.1_Bruc_abor_biovar_2_90-1280_V1_genomic,000413715,7.82718e-05,Brucella abortus
GCF_003194875.1_ASM319487v1_genomic,003194875,0.000156838,Brucella abortus
GCF_000370865.1_Bruc_meli_UK37_05_V1_genomic,000370865,0.000235701,Brucella melitensis
GCF_000742055.1_ASM74205v1_genomic,000742055,7.82718e-05,Brucella suis
GCF_002291385.1_ASM229138v1_genomic,002291385,0.000314862,Brucella abortus
GCF_006506095.1_ASM650609v1_genomic,006506095,0.000156838,Brucella melitensis
GCF_000366405.1_Bruc_abor_863_67_V1_genomic,000366405,0.0,Brucella abortus
GCF_000714755.1_Brucella_melitensis_C-558_genomic,000714755,0.000314862,Brucella melitensis
GCF_006506125.1_ASM650612v1_genomic,006506125,0.000156838,Brucella melitensis
GCF_000742195.1_ASM74219v1_genomic,000742195,0.0,Brucella abortus
GCF_000365805.1_Bruc_abor_NI274_V1_genomic,000365805,0.0,Brucella abortus
GCF_003993855.1_ASM399385v1_genomic,003993855,7.82718e-05,Brucella melitensis
GCF_002191275.1_ASM219127v1_genomic,002191275,0.0,Brucella melitensis
GCF_009664915.1_ASM966491v1_genomic,009664915,0.0,Brucella sp
GCF_001307445.1_ASM130744v1_genomic,001307445,0.0,Brucella melitensis
GCF_003994015.1_ASM399401v1_genomic,003994015,7.82718e-05,Brucella melitensis
GCF_003965935.1_ASM396593v1_genomic,003965935,0.0,Brucella abortus
GCF_000292185.1_ASM29218v2_genomic,000292185,0.000394323,Brucella canis
GCF_000369925.1_Bruc_abor_355_78_V1_genomic,000369925,7.82718e-05,Brucella abortus
GCF_000413755.1_Bruc_abor_biovar_1_01-0648_V1_genomic,000413755,0.0,Brucella abortus
GCF_000250815.1_ASM25081v2_genomic,000250815,7.82718e-05,Brucella melitensis
GCF_006507065.1_ASM650706v1_genomic,006507065,0.000314862,Brucella melitensis
GCF_000366245.1_Bruc_suis_94_11_V1_genomic,000366245,0.000156838,Brucella suis
GCF_002291365.1_ASM229136v1_genomic,002291365,0.00365502,Brucella abortus
GCF_000292085.1_ASM29208v2_genomic,000292085,7.82718e-05,Brucella melitensis
GCF_000370985.1_Bruc_sp_F5_06_V1_genomic,000370985,0.000314862,Brucella ceti
GCF_000480075.1_Bruc_abor_03-4923-239-D_V1_genomic,000480075,0.0,Brucella abortus
GCF_002290805.1_ASM229080v1_genomic,002290805,0.0018780000000000001,Brucella abortus
GCF_000177135.1_ASM17713v1_genomic,000177135,0.0,Brucella sp
GCF_003194895.1_ASM319489v1_genomic,003194895,0.000156838,Brucella abortus
GCF_000370425.1_Bruc_abor_F5_04-7_V1_genomic,000370425,7.82718e-05,Brucella abortus
GCF_000022625.1_ASM2262v1_genomic,000022625,0.0,Brucella melitensis
GCF_000292005.1_ASM29200v2_genomic,000292005,0.000474086,Brucella suis
