Sample,Rmash Species,Max Distance
GCF_001715465.1_ASM171546v1_genomic,Brucella melitensis,0.000235701
GCF_900236335.1_Bru_genome7_genomic,Brucella melitensis,0.000314862
GCF_000192885.1_ASM19288v1_genomic,Brucella melitensis,7.82718e-05
GCF_001715425.1_ASM171542v1_genomic,Brucella suis,0.0
GCF_009665015.1_ASM966501v1_genomic,Brucella sp,0.0
GCF_000413835.1_Bruc_abor_biovar_1_B10-0973_V1_genomic,Brucella abortus,7.82718e-05
GCF_000371185.1_Bruc_suis_5_05-10_V1_genomic,Brucella suis,7.82718e-05
GCF_006506385.1_ASM650638v1_genomic,Brucella melitensis,0.000156838
GCF_006517305.1_ASM651730v1_genomic,Brucella melitensis,0.0005541519999999999
GCF_002191875.1_ASM219187v1_genomic,Brucella melitensis,0.000235701
GCF_003994435.1_ASM399443v1_genomic,Brucella abortus,7.82718e-05
GCF_000370085.1_Bruc_abor_64_108_V1_genomic,Brucella abortus,7.82718e-05
GCF_000413675.1_Bruc_abor_biovar_4_90-0775_V1_genomic,Brucella abortus,0.0
GCF_001431745.1_ASM143174v1_genomic,Brucella melitensis,7.82718e-05
GCF_900236355.1_Bru_genome20_genomic,Brucella melitensis,0.000394323
GCF_000365945.1_Bruc_ovis_IntaBari-2001-319-5096_V1_genomic,Brucella ovis,0.0
GCF_001937875.1_ASM193787v1_genomic,Brucella melitensis,0.000235701
GCF_006506835.1_ASM650683v1_genomic,Brucella melitensis,0.000156838
GCF_000157755.1_ASM15775v1_genomic,Brucella sp,0.0
GCF_900417255.1_00-3099-5733_genomic,Brucella melitensis,0.000235701
GCF_006507185.1_ASM650718v1_genomic,Brucella melitensis,0.000156838
GCF_002263015.1_ASM226301v1_genomic,Brucella melitensis,0.0
GCF_000366885.1_Bruc_meli_CNGB_1120_V1_genomic,Brucella melitensis,7.82718e-05
GCF_002192115.1_ASM219211v1_genomic,Brucella melitensis,0.000235701
GCF_006507225.1_ASM650722v1_genomic,Brucella melitensis,0.000235701
GCF_009601725.1_ASM960172v1_genomic,Brucella sp,0.0
GCF_000365585.1_Bruc_suis_F5_03-2_V1_genomic,Brucella suis,7.82718e-05
GCF_900446155.1_59302_G01_genomic,Brucella suis,0.006404300000000001
GCF_000054005.1_ASM5400v1_genomic,Brucella abortus,0.0
GCF_000370105.1_Bruc_abor_64_81_V1_genomic,Brucella abortus,7.82718e-05
GCF_000370545.1_Bruc_abor_NI495a_V1_genomic,Brucella abortus,0.0
GCF_000740375.1_ASM74037v1_genomic,Brucella abortus,0.0
GCF_001078335.1_B.canis_SCL_genomic,Brucella canis,0.000394323
GCF_000370045.1_Bruc_abor_63_168_V1_genomic,Brucella abortus,0.0
GCF_000371145.1_Bruc_suis_CNGB_247_V1_genomic,Brucella suis,7.82718e-05
GCF_006506745.1_ASM650674v1_genomic,Brucella melitensis,0.000156838
GCF_000414015.1_Bruc_abor_biovar_1_82-2330_V1_genomic,Brucella abortus,0.0
GCF_900417245.1_00-3099-5734_genomic,Brucella melitensis,0.000235701
GCF_900446045.1_58932_D01_genomic,Brucella abortus,0.000156838
GCF_000740235.1_ASM74023v1_genomic,Brucella sp,0.0
GCF_006507945.1_ASM650794v1_genomic,Brucella melitensis,0.000156838
GCF_006507595.1_ASM650759v1_genomic,Brucella melitensis,0.000314862
GCF_006506025.1_ASM650602v1_genomic,Brucella melitensis,0.000314862
GCF_001702305.1_ASM170230v1_genomic,Brucella melitensis,0.000235701
GCF_000413815.1_Bruc_abor_biovar_1_B10-0018_V1_genomic,Brucella abortus,0.0
GCF_003994095.1_ASM399409v1_genomic,Brucella melitensis,0.000156838
GCF_002245555.1_ASM224555v1_genomic,Brucella pinnipedialis,0.000796189
GCF_006507965.1_ASM650796v1_genomic,Brucella melitensis,0.000235701
GCF_000370345.1_Bruc_abor_88_217_V1_genomic,Brucella abortus,0.00112327
GCF_000740435.1_ASM74043v1_genomic,Brucella suis,7.82718e-05
GCF_000701065.1_Bru1330_genomic,Brucella suis,0.000156838
GCF_000370025.1_Bruc_abor_63_144_V1_genomic,Brucella abortus,7.82718e-05
GCF_006506855.1_ASM650685v1_genomic,Brucella melitensis,0.000156838
GCF_006506515.1_ASM650651v1_genomic,Brucella melitensis,0.000796189
GCF_002291305.1_ASM229130v1_genomic,Brucella abortus,0.00179282
GCF_000182625.1_ASM18262v1_genomic,Brucella abortus,0.0
GCF_000157855.1_ASM15785v1_genomic,Brucella ceti,0.000394323
GCF_002291245.1_ASM229124v1_genomic,Brucella abortus,7.82718e-05
GCF_000367025.1_Bruc_meli_R3_07-2_V1_genomic,Brucella melitensis,0.000235701
GCF_002192055.1_ASM219205v1_genomic,Brucella melitensis,0.000235701
GCF_000742215.1_ASM74221v1_genomic,Brucella abortus,0.000235701
GCF_000158695.1_ASM15869v1_genomic,Brucella melitensis,0.000156838
GCF_006507075.1_ASM650707v1_genomic,Brucella melitensis,0.000156838
GCF_002291285.1_ASM229128v1_genomic,Brucella abortus,0.000235701
GCF_000479995.1_Bruc_abor_03-2770-11_V1_genomic,Brucella abortus,0.0
GCF_000698245.1_ASM69824v1_genomic,Brucella suis,7.82718e-05
GCF_001401995.1_ASM140199v1_genomic,Brucella abortus,7.82718e-05
GCF_002191895.1_ASM219189v1_genomic,Brucella melitensis,7.82718e-05
GCF_000158795.1_ASM15879v1_genomic,Brucella abortus,7.82718e-05
GCF_006506395.1_ASM650639v1_genomic,Brucella melitensis,0.000156838
GCF_000370685.1_Bruc_meli_F8_01-155_V1_genomic,Brucella melitensis,7.82718e-05
GCF_000413555.1_Bruc_abor_biovar_2_82-3893_V1_genomic,Brucella abortus,0.0
GCF_900236345.1_Bru_genome47_genomic,Brucella melitensis,0.000314862
GCF_002278695.1_ASM227869v1_genomic,Brucella melitensis,0.000156838
GCF_003994025.1_ASM399402v1_genomic,Brucella abortus,0.000156838
GCF_006507445.1_ASM650744v1_genomic,Brucella melitensis,0.000156838
GCF_000370825.1_Bruc_meli_UK3_06_V1_genomic,Brucella melitensis,7.82718e-05
GCF_000370745.1_Bruc_meli_UK22_04_V1_genomic,Brucella melitensis,0.000314862
GCF_900236445.1_Bru_genome2_genomic,Brucella melitensis,0.000394323
GCF_003993965.1_ASM399396v1_genomic,Brucella melitensis,0.000156838
GCF_006506965.1_ASM650696v1_genomic,Brucella melitensis,0.000314862
GCF_002150395.1_ASM215039v1_genomic,Brucella melitensis,0.000235701
GCF_009664935.1_ASM966493v1_genomic,Brucella sp,0.0
GCF_000742255.1_ASM74225v1_genomic,Brucella neotomae,0.000314862
GCF_000366505.1_Bruc_abor_CNGB_1011_V1_genomic,Brucella abortus,0.0
GCF_000292205.1_V02_for_genome_sequence_of_BCB013_genomic,Brucella suis,0.00137191
GCF_001856195.1_ASM185619v1_genomic,Brucella abortus,0.000235701
GCF_900491915.1_07-2859-6070_genomic,Brucella canis,0.000156838
GCF_002191795.1_ASM219179v1_genomic,Brucella melitensis,7.82718e-05
GCF_000371325.1_Bruc_suis_F9_06-1_V1_genomic,Brucella suis,0.0
GCF_000331635.1_Brucella_019_genomic,Brucella suis,0.000634523
GCF_000367085.1_Bruc_ovis_F8_05B_V1_genomic,Brucella ovis,0.0
GCF_002191415.1_ASM219141v1_genomic,Brucella melitensis,0.000235701
GCF_000480195.1_Bruc_sp_04-5288_V1_genomic,Brucella suis,0.000314862
GCF_002191755.1_ASM219175v1_genomic,Brucella melitensis,0.000156838
GCF_900236495.1_Bru_genome46_genomic,Brucella melitensis,0.000394323
GCF_000740175.1_ASM74017v1_genomic,Brucella abortus,7.82718e-05
GCF_004208695.1_ASM420869v1_genomic,Brucella melitensis,7.82718e-05
GCF_000370365.1_Bruc_abor_F1_06-B21_V1_genomic,Brucella abortus,0.000314862
GCF_009017395.1_ASM901739v1_genomic,Brucella melitensis,0.0
GCF_006505895.1_ASM650589v1_genomic,Brucella melitensis,0.000156838
GCF_000238195.1_ASM23819v1_genomic,Brucella canis,0.000394323
GCF_000413595.1_Bruc_abor_biovar_1_85-1058_V1_genomic,Brucella abortus,7.82718e-05
GCF_006507775.1_ASM650777v1_genomic,Brucella melitensis,0.000235701
GCF_001971625.1_ASM197162v1_genomic,Brucella suis,0.0221763
GCF_000480215.1_Bruc_meli_11-1823-3434_V1_genomic,Brucella melitensis,7.82718e-05
GCF_000370225.1_Bruc_abor_80_101_V1_genomic,Brucella abortus,0.000715202
GCF_002266775.1_ASM226677v1_genomic,Brucella melitensis,0.000235701
GCF_004137275.1_ASM413727v1_genomic,Brucella abortus,0.000156838
GCF_008761615.1_ASM876161v1_genomic,Brucella melitensis,0.000156838
GCF_006506605.1_ASM650660v1_genomic,Brucella melitensis,0.000156838
GCF_000157875.1_ASM15787v1_genomic,Brucella sp,0.0
GCF_001307475.2_ASM130747v2_genomic,Brucella melitensis,0.0
GCF_000366565.1_Bruc_abor_CNGB_436_V1_genomic,Brucella abortus,7.82718e-05
GCF_001402025.1_ASM140202v1_genomic,Brucella abortus,7.82718e-05
GCF_006506675.1_ASM650667v1_genomic,Brucella melitensis,0.000314862
GCF_900236405.1_Bru_genome13_genomic,Brucella melitensis,0.000474086
GCF_002191555.1_ASM219155v1_genomic,Brucella melitensis,0.000235701
GCF_000365985.1_Bruc_ovis_IntaBari-2008-114-542_V1_genomic,Brucella ovis,0.0
GCF_002192075.1_ASM219207v1_genomic,Brucella melitensis,0.000235701
GCF_000366305.1_Bruc_abor_67_781_V1_genomic,Brucella abortus,0.0
GCF_000741995.1_ASM74199v1_genomic,Brucella suis,7.82718e-05
GCF_000366765.1_Bruc_abor_NI633_V1_genomic,Brucella abortus,0.0
GCF_003994185.1_ASM399418v1_genomic,Brucella melitensis,0.000156838
GCF_003989725.1_ASM398972v1_genomic,Brucella abortus,0.00112327
GCF_000160295.1_ASM16029v1_genomic,Brucella melitensis,7.82718e-05
GCF_006507345.1_ASM650734v1_genomic,Brucella melitensis,0.000156838
GCF_006505925.1_ASM650592v1_genomic,Brucella melitensis,0.000314862
GCF_000366145.1_Bruc_abor_CNGB_759_V1_genomic,Brucella abortus,0.0
GCF_000365845.1_Bruc_meli_F15_06-7_V1_genomic,Brucella melitensis,0.000156838
GCF_000223195.1_ASM22319v1_genomic,Brucella suis,0.0
GCF_006507905.1_ASM650790v1_genomic,Brucella melitensis,0.000156838
GCF_000292105.1_ASM29210v2_genomic,Brucella suis,0.000394323
GCF_006508035.1_ASM650803v1_genomic,Brucella melitensis,0.000156838
GCF_002204345.1_ASM220434v1_genomic,Brucella melitensis,0.0
GCF_002191635.1_ASM219163v1_genomic,Brucella melitensis,0.000235701
GCF_900095155.1_BR141012304v1_genomic,Brucella ceti,0.0212513
GCF_000740335.1_ASM74033v1_genomic,Brucella canis,0.0
GCF_000740295.1_ASM74029v1_genomic,Brucella abortus,0.0
GCF_000016845.1_ASM1684v1_genomic,Brucella ovis,0.0
GCF_000370785.1_Bruc_meli_Uk24_06_V1_genomic,Brucella melitensis,0.000394323
GCF_000367125.1_Bruc_sp_UK38_05_V1_genomic,Brucella ceti,0.000314862
GCF_000413795.1_Bruc_abor_biovar_1_01-0065_V1_genomic,Brucella abortus,7.82718e-05
GCF_002191315.1_ASM219131v1_genomic,Brucella melitensis,7.82718e-05
GCF_000370765.1_Bruc_meli_UK23_06_V1_genomic,Brucella melitensis,0.000314862
GCF_900236535.1_Bru_genome4_genomic,Brucella melitensis,0.000474086
GCF_000366945.1_Bruc_meli_F2_06-6_V1_genomic,Brucella melitensis,7.82718e-05
GCF_006506935.1_ASM650693v1_genomic,Brucella melitensis,0.000235701
GCF_001715405.1_ASM171540v1_genomic,Brucella canis,0.000394323
GCF_900446085.1_59302_C02_genomic,Brucella melitensis,0.0023962
GCF_000699025.1_ASM69902v1_genomic,Brucella suis,7.82718e-05
GCF_002278575.1_ASM227857v1_genomic,Brucella melitensis,0.000235701
GCF_000366005.1_Bruc_ovis_IntaBari-1993-758_V1_genomic,Brucella ovis,0.0
GCF_000366545.1_Bruc_abor_CNGB_308_V1_genomic,Brucella abortus,0.0
GCF_000370205.1_Bruc_abor_78_32_V1_genomic,Brucella abortus,0.000715202
GCF_001402075.1_ASM140207v1_genomic,Brucella abortus,7.82718e-05
GCF_001971805.1_ASM197180v1_genomic,Brucella sp,0.0
GCF_006508015.1_ASM650801v1_genomic,Brucella melitensis,0.000314862
GCF_000739315.1_ASM73931v1_genomic,Brucella abortus,0.000235701
GCF_000413975.1_Bruc_abor_biovar_1_89-0363_V1_genomic,Brucella abortus,0.0
GCF_006506015.1_ASM650601v1_genomic,Brucella melitensis,0.000156838
GCF_006506665.1_ASM650666v1_genomic,Brucella melitensis,0.000235701
GCF_000413955.1_Bruc_abor_biovar_1_B10-0091_V1_genomic,Brucella abortus,0.0
GCF_000245935.1_Bruc_abor_bv1_NI016_V1_genomic,Brucella abortus,0.0
GCF_000739335.1_ASM73933v1_genomic,Brucella abortus,0.00112327
GCF_001940595.1_ASM194059v1_genomic,Brucella abortus,0.000235701
GCF_000370525.1_Bruc_abor_NI422_V1_genomic,Brucella abortus,0.0
GCF_002191595.1_ASM219159v1_genomic,Brucella melitensis,0.000235701
GCF_002214285.1_ASM221428v1_genomic,Brucella melitensis,0.000314862
GCF_006507795.1_ASM650779v1_genomic,Brucella melitensis,0.00179282
GCF_001856295.1_ASM185629v1_genomic,Brucella melitensis,0.0
GCF_000371285.1_Bruc_suis_F8_06-1_V1_genomic,Brucella suis,0.0
GCF_006506575.1_ASM650657v1_genomic,Brucella melitensis,0.000156838
GCF_000160275.1_ASM16027v1_genomic,Brucella suis,7.82718e-05
GCF_001307425.1_ASM130742v1_genomic,Brucella melitensis,0.0
GCF_001766405.1_ASM176640v1_genomic,Brucella melitensis,7.82718e-05
GCF_006507425.1_ASM650742v1_genomic,Brucella melitensis,0.000156838
GCF_001715505.1_ASM171550v1_genomic,Brucella abortus,0.000156838
GCF_000022745.1_ASM2274v1_genomic,Brucella sp,0.0
GCF_002871075.1_ASM287107v1_genomic,Brucella melitensis,7.82718e-05
GCF_000366085.1_Bruc_suis_63_252_V1_genomic,Brucella suis,7.82718e-05
GCF_002290705.1_ASM229070v1_genomic,Brucella abortus,0.00265998
GCF_000018725.1_ASM1872v1_genomic,Brucella abortus,0.0
GCF_006506195.1_ASM650619v1_genomic,Brucella melitensis,0.000314862
GCF_000157695.1_ASM15769v1_genomic,Brucella abortus,7.82718e-05
GCF_006506815.1_ASM650681v1_genomic,Brucella melitensis,0.000235701
GCF_006506225.1_ASM650622v1_genomic,Brucella melitensis,0.000314862
GCF_000369985.1_Bruc_abor_63_130_V1_genomic,Brucella abortus,0.0
GCF_000480275.1_Bruc_cani_96-7258_V1_genomic,Brucella canis,0.0
GCF_006506295.1_ASM650629v1_genomic,Brucella melitensis,0.000235701
GCF_006507555.1_ASM650755v1_genomic,Brucella melitensis,0.000156838
GCF_006506235.1_ASM650623v1_genomic,Brucella melitensis,0.000235701
GCF_006507565.1_ASM650756v1_genomic,Brucella melitensis,0.000314862
GCF_000398805.1_Bruc_abor_93_2_V1_genomic,Brucella abortus,7.82718e-05
GCF_000370625.1_Bruc_meli_BG2_S27_V1_genomic,Brucella melitensis,0.0
GCF_000365705.1_Bruc_suis_F4_06-146_V1_genomic,Brucella suis,7.82718e-05
GCF_000163115.1_ASM16311v1_genomic,Brucella abortus,0.000235701
GCF_000366125.1_Bruc_abor_CNGB_752_V1_genomic,Brucella abortus,0.0
GCF_000221005.1_ASM22100v1_genomic,Brucella pinnipedialis,0.000235701
GCF_004127195.1_ASM412719v1_genomic,Brucella canis,0.000474086
GCF_000366785.1_Bruc_abor_NI645_V1_genomic,Brucella abortus,0.0
GCF_000177155.1_ASM17715v1_genomic,Brucella sp,0.0
GCF_000370185.1_Bruc_abor_78_14_V1_genomic,Brucella abortus,7.82718e-05
GCF_000365685.1_Bruc_abor_NI388_V1_genomic,Brucella abortus,0.0
GCF_003989965.1_ASM398996v1_genomic,Brucella abortus,0.00112327
GCF_900417225.1_00-2529-3_genomic,Brucella melitensis,0.000314862
GCF_003993955.1_ASM399395v1_genomic,Brucella melitensis,0.0
GCF_002192095.1_ASM219209v1_genomic,Brucella melitensis,0.000235701
GCF_000413515.1_Bruc_ovis_IntaBari-2009-88-3_V1_genomic,Brucella ovis,0.0
GCF_000365925.1_Bruc_ovis_IntaBari-2002-82-58_V1_genomic,Brucella ovis,0.0
GCF_002290745.1_ASM229074v1_genomic,Brucella abortus,0.00112327
GCF_000370485.1_Bruc_abor_F6_05-9_V1_genomic,Brucella abortus,7.82718e-05
GCF_000600055.1_ASM60005v1_genomic,Brucella suis,0.0
GCF_002895125.1_ASM289512v1_genomic,Brucella melitensis,7.82718e-05
GCF_000366065.1_Bruc_ovis_IntaBari-2006-46-348_V1_genomic,Brucella ovis,7.82718e-05
GCF_006507745.1_ASM650774v1_genomic,Brucella melitensis,0.000235701
GCF_000366225.1_Bruc_suis_92_63_V1_genomic,Brucella suis,0.000156838
GCF_900236435.1_Bru_genome23_genomic,Brucella melitensis,0.000474086
GCF_002192135.1_ASM219213v1_genomic,Brucella melitensis,0.000156838
GCF_000157715.1_ASM15771v1_genomic,Brucella abortus,0.000314862
GCF_000413535.1_Bruc_abor_biovar_4_68-3396P_V1_genomic,Brucella abortus,0.0
GCF_002191615.1_ASM219161v1_genomic,Brucella melitensis,7.82718e-05
GCF_000370725.1_Bruc_meli_UK14_06_V1_genomic,Brucella melitensis,0.000314862
GCF_000298615.1_V1.0_of_Brucella_melitensis_bv.3_str_128_genomic,Brucella melitensis,7.82718e-05
GCF_003984745.1_ASM398474v1_genomic,Brucella abortus,0.0
GCF_000370385.1_Bruc_abor_F10_05-11_V1_genomic,Brucella abortus,0.0
GCF_000413575.1_Bruc_abor_biovar_1_84-0928_V1_genomic,Brucella abortus,0.0
GCF_003965945.1_ASM396594v1_genomic,Brucella abortus,0.0
GCF_003244395.2_ASM324439v2_genomic,Brucella abortus,0.000235701
GCF_003994155.1_ASM399415v1_genomic,Brucella abortus,7.82718e-05
GCF_006507495.1_ASM650749v1_genomic,Brucella melitensis,0.000156838
GCF_900095085.1_14913_1_10_genomic,Brucella abortus,0.0
GCF_006507765.1_ASM650776v1_genomic,Brucella melitensis,0.000156838
GCF_000250775.1_ASM25077v2_genomic,Brucella suis,0.0
GCF_900491895.1_07-2859-6071_genomic,Brucella canis,0.000394323
GCF_000366285.1_Bruc_abor_64_122_V1_genomic,Brucella abortus,0.0
GCF_002191715.1_ASM219171v1_genomic,Brucella melitensis,0.0
GCF_000370965.1_Bruc_sp_F23_97_V1_genomic,Brucella sp,0.0
GCF_002191995.1_ASM219199v1_genomic,Brucella melitensis,0.0
GCF_001856365.1_ASM185636v1_genomic,Brucella melitensis,0.0
GCF_000698285.1_ASM69828v1_genomic,Brucella suis,7.82718e-05
GCF_001608425.1_BMEL003-SEQ-1-ASM-1_genomic,Brucella melitensis,0.000314862
GCF_000940435.1_Brucella_melitensis_MY1483_09_genomic,Brucella melitensis,7.82718e-05
GCF_000365765.1_Bruc_abor_F6_05-2_V1_genomic,Brucella abortus,0.000156838
GCF_000371085.1_Bruc_suis_01-5744_V1_genomic,Brucella suis,0.0
GCF_000367285.1_Bruc_cani_CNGB_1324_V1_genomic,Brucella canis,0.000314862
GCF_001702335.1_ASM170233v1_genomic,Brucella melitensis,0.000235701
GCF_000366165.1_Bruc_abor_CNGB_966_V1_genomic,Brucella abortus,0.0
GCF_002192195.1_ASM219219v1_genomic,Brucella melitensis,0.000235701
GCF_006506625.1_ASM650662v1_genomic,Brucella melitensis,0.000394323
GCF_900417235.1_00-2782_genomic,Brucella melitensis,0.000156838
GCF_009665065.1_ASM966506v1_genomic,Brucella sp,0.0
GCF_900236585.1_Bru_genome1_genomic,Brucella melitensis,0.000394323
GCF_006507685.1_ASM650768v1_genomic,Brucella melitensis,0.000156838
GCF_000298595.1_V1.0_of_Brucella_melitensis_bv_1_str_133_genomic,Brucella melitensis,7.82718e-05
GCF_001715445.1_ASM171544v1_genomic,Brucella canis,0.000156838
GCF_002191775.1_ASM219177v1_genomic,Brucella melitensis,0.000156838
GCF_002191835.1_ASM219183v1_genomic,Brucella melitensis,0.000156838
GCF_006506435.1_ASM650643v1_genomic,Brucella melitensis,0.000156838
GCF_000366105.1_Bruc_abor_65_110_V1_genomic,Brucella abortus,0.000235701
GCF_000740255.1_ASM74025v1_genomic,Brucella suis,0.000156838
GCF_900446095.1_59071_B01_genomic,Brucella melitensis,0.000156838
GCF_002953595.1_ASM295359v1_genomic,Brucella melitensis,7.82718e-05
GCF_001856285.1_ASM185628v1_genomic,Brucella melitensis,7.82718e-05
GCF_000413695.1_Bruc_abor_biovar_2_90-0737_V1_genomic,Brucella abortus,0.0
GCF_002290685.1_ASM229068v1_genomic,Brucella abortus,0.000634523
GCF_000740395.1_ASM74039v1_genomic,Brucella melitensis,0.0
GCF_000371065.1_Bruc_sp_UK40_99_V1_genomic,Brucella pinnipedialis,0.000235701
GCF_006507365.1_ASM650736v1_genomic,Brucella melitensis,0.000156838
GCF_000366445.1_Bruc_abor_88_226_V1_genomic,Brucella abortus,7.82718e-05
GCF_001766475.1_ASM176647v1_genomic,Brucella melitensis,0.000156838
GCF_003516085.1_ASM351608v1_genomic,Brucella melitensis,7.82718e-05
GCF_000413715.1_Bruc_abor_biovar_2_90-1280_V1_genomic,Brucella abortus,7.82718e-05
GCF_003194875.1_ASM319487v1_genomic,Brucella abortus,0.000156838
GCF_000370865.1_Bruc_meli_UK37_05_V1_genomic,Brucella melitensis,0.000235701
GCF_000742055.1_ASM74205v1_genomic,Brucella suis,7.82718e-05
GCF_002291385.1_ASM229138v1_genomic,Brucella abortus,0.000314862
GCF_006506095.1_ASM650609v1_genomic,Brucella melitensis,0.000156838
GCF_000366405.1_Bruc_abor_863_67_V1_genomic,Brucella abortus,0.0
GCF_000714755.1_Brucella_melitensis_C-558_genomic,Brucella melitensis,0.000314862
GCF_006506125.1_ASM650612v1_genomic,Brucella melitensis,0.000156838
GCF_000742195.1_ASM74219v1_genomic,Brucella abortus,0.0
GCF_000365805.1_Bruc_abor_NI274_V1_genomic,Brucella abortus,0.0
GCF_003993855.1_ASM399385v1_genomic,Brucella melitensis,7.82718e-05
GCF_002191275.1_ASM219127v1_genomic,Brucella melitensis,0.0
GCF_009664915.1_ASM966491v1_genomic,Brucella sp,0.0
GCF_001307445.1_ASM130744v1_genomic,Brucella melitensis,0.0
GCF_003994015.1_ASM399401v1_genomic,Brucella melitensis,7.82718e-05
GCF_003965935.1_ASM396593v1_genomic,Brucella abortus,0.0
GCF_000292185.1_ASM29218v2_genomic,Brucella canis,0.000394323
GCF_000369925.1_Bruc_abor_355_78_V1_genomic,Brucella abortus,7.82718e-05
GCF_000413755.1_Bruc_abor_biovar_1_01-0648_V1_genomic,Brucella abortus,0.0
GCF_000250815.1_ASM25081v2_genomic,Brucella melitensis,7.82718e-05
GCF_006507065.1_ASM650706v1_genomic,Brucella melitensis,0.000314862
GCF_000366245.1_Bruc_suis_94_11_V1_genomic,Brucella suis,0.000156838
GCF_002291365.1_ASM229136v1_genomic,Brucella abortus,0.00365502
GCF_000292085.1_ASM29208v2_genomic,Brucella melitensis,7.82718e-05
GCF_000370985.1_Bruc_sp_F5_06_V1_genomic,Brucella ceti,0.000314862
GCF_000480075.1_Bruc_abor_03-4923-239-D_V1_genomic,Brucella abortus,0.0
GCF_002290805.1_ASM229080v1_genomic,Brucella abortus,0.001878
GCF_000177135.1_ASM17713v1_genomic,Brucella sp,0.0
GCF_003194895.1_ASM319489v1_genomic,Brucella abortus,0.000156838
GCF_000370425.1_Bruc_abor_F5_04-7_V1_genomic,Brucella abortus,7.82718e-05
GCF_000022625.1_ASM2262v1_genomic,Brucella melitensis,0.0
GCF_000292005.1_ASM29200v2_genomic,Brucella suis,0.000474086
GCF_002192035.1_ASM219203v1_genomic,Brucella melitensis,0.000235701
GCF_000370645.1_Bruc_meli_F1_06_B10_V1_genomic,Brucella melitensis,0.000235701
GCF_002763615.1_ASM276361v1_genomic,Brucella melitensis,7.82718e-05
GCF_001715485.1_ASM171548v1_genomic,Brucella melitensis,0.000314862
GCF_001856185.1_ASM185618v1_genomic,Brucella abortus,7.82718e-05
GCF_001937795.1_ASM193779v1_genomic,Brucella melitensis,0.000235701
GCF_000366045.1_Bruc_ovis_IntaBari-2009-88-4_V1_genomic,Brucella ovis,0.0
GCF_000008145.1_ASM814v1_genomic,Brucella abortus,0.0
GCF_006506005.1_ASM650600v1_genomic,Brucella melitensis,0.000314862
GCF_002290665.1_ASM229066v1_genomic,Brucella abortus,7.82718e-05
GCF_002245205.1_ASM224520v1_genomic,Brucella melitensis,7.82718e-05
GCF_003993875.1_ASM399387v1_genomic,Brucella melitensis,0.000156838
GCF_006506465.1_ASM650646v1_genomic,Brucella melitensis,0.000156838
GCF_900446135.1_58116_C01_genomic,Brucella ovis,0.0
GCF_000209595.2_ASM20959v2_genomic,Brucella melitensis,7.82718e-05
GCF_003994205.1_ASM399420v1_genomic,Brucella melitensis,0.000235701
GCF_002204295.1_ASM220429v1_genomic,Brucella melitensis,0.0
GCF_000740155.1_ASM74015v1_genomic,Brucella abortus,0.000314862
GCF_003194825.1_ASM319482v1_genomic,Brucella abortus,7.82718e-05
GCF_000365825.1_Bruc_abor_NI492_V1_genomic,Brucella abortus,0.0
GCF_000366745.1_Bruc_abor_NI613_V1_genomic,Brucella abortus,0.0
GCF_002262955.1_ASM226295v1_genomic,Brucella melitensis,7.82718e-05
GCF_006507165.1_ASM650716v1_genomic,Brucella melitensis,0.000394323
GCF_000480175.1_Bruc_abor_89-2646-1238_V1_genomic,Brucella abortus,0.000156838
GCF_004137325.1_ASM413732v1_genomic,Brucella abortus,7.82718e-05
GCF_006505935.1_ASM650593v1_genomic,Brucella melitensis,0.000235701
GCF_000698325.1_ASM69832v1_genomic,Brucella suis,0.0
GCF_000371205.1_Bruc_suis_F5_05-4_V1_genomic,Brucella suis,7.82718e-05
GCF_001856345.1_ASM185634v1_genomic,Brucella abortus,0.000156838
GCF_002191395.1_ASM219139v1_genomic,Brucella melitensis,0.000314862
GCF_004168605.1_ASM416860v1_genomic,Brucella abortus,7.82718e-05
GCF_003994045.1_ASM399404v1_genomic,Brucella suis,0.0
GCF_000413615.1_Bruc_abor_biovar_1_87-0095_V1_genomic,Brucella abortus,7.82718e-05
GCF_001401915.1_ASM140191v1_genomic,Brucella abortus,0.000156838
GCF_006505995.1_ASM650599v1_genomic,Brucella melitensis,0.000156838
GCF_002278735.1_ASM227873v1_genomic,Brucella melitensis,0.000235701
GCF_900236415.1_Bru_genome48_genomic,Brucella melitensis,0.000474086
GCF_003984755.1_ASM398475v1_genomic,Brucella abortus,0.0
GCF_002266745.1_ASM226674v1_genomic,Brucella melitensis,0.0
GCF_900417195.1_01-3016-5171_genomic,Brucella melitensis,0.000156838
GCF_000370665.1_Bruc_meli_F10_06-16_V1_genomic,Brucella melitensis,0.0
GCF_000370925.1_Bruc_sp_56_94_V1_genomic,Brucella sp,0.0
GCF_000413495.1_Bruc_abor_biovar_1_76-1413_V1_genomic,Brucella abortus,7.82718e-05
GCF_900446035.1_59071_C01_genomic,Brucella melitensis,0.00112327
GCF_000662035.2_Bceti2.0_genomic,Brucella sp,0.0
GCF_002191855.1_ASM219185v1_genomic,Brucella melitensis,7.82718e-05
GCF_004704905.2_ASM470490v2_genomic,Brucella abortus,0.000235701
GCF_000370805.1_Bruc_meli_UK29_05_V1_genomic,Brucella melitensis,0.0
GCF_000591005.1_548_genomic,Brucella melitensis,0.000156838
GCF_900236455.1_Bru_genome44_genomic,Brucella melitensis,0.000474086
GCF_003994115.1_ASM399411v1_genomic,Brucella melitensis,7.82718e-05
