sample,top_taxonomy_name,distance,pvalue,matching,full_taxonomy,taxonomic_species,taxonomic_genus,taxonomic_family,taxonomic_order,taxonomic_class,taxonomic_phylum,taxonomic_superkingdom,subspecies,serovar,plasmid,bioproject,biosample,taxid,assembly_accession,match_id
GCF_000245835.1_Bruc_abor_bv1_NI435a_V1_genomic,Brucella abortus bv. 1 str. NI010,0.0,0.0,400/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; abortus; bv. 1; str. NI010,Brucella abortus,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN02596743,1051059,GCF_000245915.1,./rcn/refseq-NZ-1051059-PRJNA224116-SAMN02596743-GCF_000245915.1-.-Brucella_abortus_bv._1_str._NI010.fna
GCF_000245835.1_Bruc_abor_bv1_NI435a_V1_genomic,Brucella abortus F10/05-11,0.0,0.0,400/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; abortus; F10/05-11,Brucella abortus,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN00839699,1169219,GCF_000370385.1,./rcn/refseq-NZ-1169219-PRJNA224116-SAMN00839699-GCF_000370385.1-.-Brucella_abortus_F10_05_11.fna
GCF_000245835.1_Bruc_abor_bv1_NI435a_V1_genomic,Brucella abortus bv. 1 str. NI488,0.0,0.0,400/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; abortus; bv. 1; str. NI488,Brucella abortus,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN02596742,1051058,GCF_000245895.1,./rcn/refseq-NZ-1051058-PRJNA224116-SAMN02596742-GCF_000245895.1-.-Brucella_abortus_bv._1_str._NI488.fna
GCF_000245835.1_Bruc_abor_bv1_NI435a_V1_genomic,Brucella abortus NCTC 8038,0.0,0.0,400/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; abortus; NCTC 8038,Brucella abortus,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN02595309,575591,GCF_000160255.1,./rcn/refseq-NZ-575591-PRJNA224116-SAMN02595309-GCF_000160255.1-.-Brucella_abortus_NCTC_8038.fna
GCF_001702315.1_ASM170231v1_genomic,Brucella melitensis BG2 (S27),7.82718e-05,0.0,399/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; BG2 (S27),Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN00839732,1169223,GCF_000370625.1,./rcn/refseq-NZ-1169223-PRJNA224116-SAMN00839732-GCF_000370625.1-.-Brucella_melitensis_BG2_S27_.fna
GCF_001702315.1_ASM170231v1_genomic,Brucella melitensis F10/06-16,7.82718e-05,0.0,399/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; F10/06-16,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN00839697,1169224,GCF_000370665.1,./rcn/refseq-NZ-1169224-PRJNA224116-SAMN00839697-GCF_000370665.1-.-Brucella_melitensis_F10_06_16.fna
GCF_001702315.1_ASM170231v1_genomic,Brucella melitensis 64/150,7.82718e-05,0.0,399/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; 64/150,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA201818,SAMN00811206,1160220,NZ_AQNC,./rcn/refseq-NZ-1160220-PRJNA201818-SAMN00811206-NZ_AQNC-.-Brucella_melitensis_64_150.fna
GCF_001702315.1_ASM170231v1_genomic,Brucella melitensis bv. 2 str. 63/9,7.82718e-05,0.0,399/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; bv. 2; str. 63/9,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN02786857,520465,GCF_000740395.1,./rcn/refseq-NZ-520465-PRJNA224116-SAMN02786857-GCF_000740395.1-.-Brucella_melitensis_bv._2_str._63_9.fna
GCF_001702315.1_ASM170231v1_genomic,Brucella melitensis ATCC 23457,7.82718e-05,0.0,399/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; bv. 2; Brucella melitensis ATCC 23457,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN02604296,546272,GCF_000022625.1,./rcn/refseq-NC-546272-PRJNA224116-SAMN02604296-GCF_000022625.1-.-Brucella_melitensis_ATCC_23457.fna
GCF_003194795.1_ASM319479v1_genomic,Brucella abortus 64/108,7.82718e-05,0.0,399/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; abortus; 64/108,Brucella abortus,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN00811203,1160199,GCF_000370085.1,./rcn/refseq-NZ-1160199-PRJNA224116-SAMN00811203-GCF_000370085.1-.-Brucella_abortus_64_108.fna
GCF_003194795.1_ASM319479v1_genomic,Brucella abortus 88/226,7.82718e-05,0.0,399/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; abortus; 88/226,Brucella abortus,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA201783,SAMN00811169,1160194,NZ_AQLT,./rcn/refseq-NZ-1160194-PRJNA201783-SAMN00811169-NZ_AQLT-.-Brucella_abortus_88_226.fna
GCF_003194795.1_ASM319479v1_genomic,Brucella abortus F1/06 B1,7.82718e-05,0.0,399/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; abortus; F1/06 B1,Brucella abortus,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA201793,SAMN00811173,1160191,NZ_AQMD,./rcn/refseq-NZ-1160191-PRJNA201793-SAMN00811173-NZ_AQMD-.-Brucella_abortus_F1_06_B1.fna
GCF_003194795.1_ASM319479v1_genomic,Brucella abortus 82-2330,0.000156838,0.0,398/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; abortus; 82-2330,Brucella abortus,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN02092505,1328342,GCF_000414015.1,./rcn/refseq-NZ-1328342-PRJNA224116-SAMN02092505-GCF_000414015.1-.-Brucella_abortus_82_2330.fna
GCF_003194795.1_ASM319479v1_genomic,Brucella abortus 90-0742,0.000156838,0.0,398/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; abortus; 90-0742,Brucella abortus,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA209271,SAMN02092513,1328350,NZ_ATGV,./rcn/refseq-NZ-1328350-PRJNA209271-SAMN02092513-NZ_ATGV-.-Brucella_abortus_90_0742.fna
GCF_900236395.1_Bru_genome41_genomic,Brucella melitensis UK37/05,0.000314862,0.0,396/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; UK37/05,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN00811222,1160216,GCF_000370865.1,./rcn/refseq-NZ-1160216-PRJNA224116-SAMN00811222-GCF_000370865.1-.-Brucella_melitensis_UK37_05.fna
GCF_900236395.1_Bru_genome41_genomic,Brucella melitensis F9/05,0.000474086,0.0,394/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; F9/05,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN00839730,1169226,GCF_000370705.1,./rcn/refseq-NZ-1169226-PRJNA224116-SAMN00839730-GCF_000370705.1-.-Brucella_melitensis_F9_05.fna
GCF_900236395.1_Bru_genome41_genomic,Brucella melitensis NI,0.000474086,0.0,394/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; NI,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN02603116,1029825,GCF_000227645.1,./rcn/refseq-NC-1029825-PRJNA224116-SAMN02603116-GCF_000227645.1-.-Brucella_melitensis_NI.fna
GCF_900236395.1_Bru_genome41_genomic,Brucella melitensis F8/01-155,0.000474086,0.0,394/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; F8/01-155,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN00811213,1160225,GCF_000370685.1,./rcn/refseq-NZ-1160225-PRJNA224116-SAMN00811213-GCF_000370685.1-.-Brucella_melitensis_F8_01_155.fna
GCF_900236395.1_Bru_genome41_genomic,Brucella melitensis 11-1823-3434,0.000474086,0.0,394/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; 11-1823-3434,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224797,SAMN02334513,1388740,NZ_AXNC,./rcn/refseq-NZ-1388740-PRJNA224797-SAMN02334513-NZ_AXNC-.-Brucella_melitensis_11_1823_3434.fna
GCF_006506875.1_ASM650687v1_genomic,Brucella melitensis F15/06-7,0.0,0.0,400/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; F15/06-7,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA201689,SAMN01798237,1244532,NZ_AQID,./rcn/refseq-NZ-1244532-PRJNA201689-SAMN01798237-NZ_AQID-.-Brucella_melitensis_F15_06_7.fna
GCF_006506875.1_ASM650687v1_genomic,Brucella melitensis R3/07-2,7.82718e-05,0.0,399/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; R3/07-2,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA201828,SAMN00811215,1160218,NZ_AQNM,./rcn/refseq-NZ-1160218-PRJNA201828-SAMN00811215-NZ_AQNM-.-Brucella_melitensis_R3_07_2.fna
GCF_006506875.1_ASM650687v1_genomic,Brucella melitensis F5/07-239A,7.82718e-05,0.0,399/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; F5/07-239A,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA201826,SAMN00811212,1160215,NZ_AQNK,./rcn/refseq-NZ-1160215-PRJNA201826-SAMN00811212-NZ_AQNK-.-Brucella_melitensis_F5_07_239A.fna
GCF_006506875.1_ASM650687v1_genomic,Brucella melitensis bv. 3 str. Ether,0.000156838,0.0,398/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; bv. 3; str. Ether,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN02795947,520466,GCF_000740355.1,./rcn/refseq-NZ-520466-PRJNA224116-SAMN02795947-GCF_000740355.1-.-Brucella_melitensis_bv._3_str._Ether.fna
GCF_006506875.1_ASM650687v1_genomic,Brucella melitensis bv. 3 str. Ether,0.000156838,0.0,398/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; bv. 3; str. Ether,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN02595290,520466,GCF_000158735.1,./rcn/refseq-NZ-520466-PRJNA224116-SAMN02595290-GCF_000158735.1-.-Brucella_melitensis_bv._3_str._Ether.fna
GCF_003194765.1_ASM319476v1_genomic,Brucella abortus 64/108,7.82718e-05,0.0,399/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; abortus; 64/108,Brucella abortus,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN00811203,1160199,GCF_000370085.1,./rcn/refseq-NZ-1160199-PRJNA224116-SAMN00811203-GCF_000370085.1-.-Brucella_abortus_64_108.fna
GCF_003194765.1_ASM319476v1_genomic,Brucella abortus 88/226,7.82718e-05,0.0,399/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; abortus; 88/226,Brucella abortus,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA201783,SAMN00811169,1160194,NZ_AQLT,./rcn/refseq-NZ-1160194-PRJNA201783-SAMN00811169-NZ_AQLT-.-Brucella_abortus_88_226.fna
GCF_003194765.1_ASM319476v1_genomic,Brucella abortus F1/06 B1,7.82718e-05,0.0,399/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; abortus; F1/06 B1,Brucella abortus,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA201793,SAMN00811173,1160191,NZ_AQMD,./rcn/refseq-NZ-1160191-PRJNA201793-SAMN00811173-NZ_AQMD-.-Brucella_abortus_F1_06_B1.fna
GCF_003194765.1_ASM319476v1_genomic,Brucella abortus 82-2330,0.000156838,0.0,398/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; abortus; 82-2330,Brucella abortus,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN02092505,1328342,GCF_000414015.1,./rcn/refseq-NZ-1328342-PRJNA224116-SAMN02092505-GCF_000414015.1-.-Brucella_abortus_82_2330.fna
GCF_003194765.1_ASM319476v1_genomic,Brucella abortus 90-0742,0.000156838,0.0,398/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; abortus; 90-0742,Brucella abortus,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA209271,SAMN02092513,1328350,NZ_ATGV,./rcn/refseq-NZ-1328350-PRJNA209271-SAMN02092513-NZ_ATGV-.-Brucella_abortus_90_0742.fna
GCF_000245955.1_Bruc_abor_bv1_NI021_V1_genomic,Brucella abortus bv. 1 str. NI474,0.0,0.0,400/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; abortus; bv. 1; str. NI474,Brucella abortus,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN02596740,1051056,GCF_000245875.1,./rcn/refseq-NZ-1051056-PRJNA224116-SAMN02596740-GCF_000245875.1-.-Brucella_abortus_bv._1_str._NI474.fna
GCF_000245955.1_Bruc_abor_bv1_NI021_V1_genomic,Brucella abortus bv. 1 str. NI010,0.0,0.0,400/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; abortus; bv. 1; str. NI010,Brucella abortus,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN02596743,1051059,GCF_000245915.1,./rcn/refseq-NZ-1051059-PRJNA224116-SAMN02596743-GCF_000245915.1-.-Brucella_abortus_bv._1_str._NI010.fna
GCF_000245955.1_Bruc_abor_bv1_NI021_V1_genomic,Brucella abortus F10/05-11,0.0,0.0,400/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; abortus; F10/05-11,Brucella abortus,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN00839699,1169219,GCF_000370385.1,./rcn/refseq-NZ-1169219-PRJNA224116-SAMN00839699-GCF_000370385.1-.-Brucella_abortus_F10_05_11.fna
GCF_000245955.1_Bruc_abor_bv1_NI021_V1_genomic,Brucella abortus bv. 1 str. NI488,0.0,0.0,400/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; abortus; bv. 1; str. NI488,Brucella abortus,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN02596742,1051058,GCF_000245895.1,./rcn/refseq-NZ-1051058-PRJNA224116-SAMN02596742-GCF_000245895.1-.-Brucella_abortus_bv._1_str._NI488.fna
GCF_000245955.1_Bruc_abor_bv1_NI021_V1_genomic,Brucella abortus NCTC 8038,0.0,0.0,400/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; abortus; NCTC 8038,Brucella abortus,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN02595309,575591,GCF_000160255.1,./rcn/refseq-NZ-575591-PRJNA224116-SAMN02595309-GCF_000160255.1-.-Brucella_abortus_NCTC_8038.fna
GCF_000292165.1_ASM29216v2_genomic,Brucella melitensis 16M1W,0.0,0.0,400/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; bv. 1; str. 16M; Brucella melitensis 16M1W,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA200009,SAMN02469567,1143190,NZ_AHWD,./rcn/refseq-NZ-1143190-PRJNA200009-SAMN02469567-NZ_AHWD-.-Brucella_melitensis_16M1W.fna
GCF_000292165.1_ASM29216v2_genomic,Brucella melitensis M28,0.0,0.0,400/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; M28,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN02603655,941967,GCF_000192725.1,./rcn/refseq-NC-941967-PRJNA224116-SAMN02603655-GCF_000192725.1-.-Brucella_melitensis_M28.fna
GCF_000292165.1_ASM29216v2_genomic,Brucella melitensis bv. 1 str. 16M,0.0,0.0,400/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; bv. 1; str. 16M,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA200008,SAMN02469571,224914,NZ_AHWC,./rcn/refseq-NZ-224914-PRJNA200008-SAMN02469571-NZ_AHWC-.-Brucella_melitensis_bv._1_str._16M.fna
GCF_000292165.1_ASM29216v2_genomic,Brucella melitensis bv. 1 str. BCB028,0.0,0.0,400/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; bv. 1; str. BCB028,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA199555,SAMN02469337,1210447,NZ_ALOM,./rcn/refseq-NZ-1210447-PRJNA199555-SAMN02469337-NZ_ALOM-.-Brucella_melitensis_bv._1_str._BCB028.fna
GCF_000292165.1_ASM29216v2_genomic,Brucella melitensis bv. 1 str. M28-12,7.82718e-05,0.0,399/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; bv. 1; str. M28-12,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA200520,SAMN02470028,1004956,NZ_AFFA,./rcn/refseq-NZ-1004956-PRJNA200520-SAMN02470028-NZ_AFFA-.-Brucella_melitensis_bv._1_str._M28_12.fna
GCF_006506545.1_ASM650654v1_genomic,Brucella melitensis F15/06-7,0.0,0.0,400/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; F15/06-7,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA201689,SAMN01798237,1244532,NZ_AQID,./rcn/refseq-NZ-1244532-PRJNA201689-SAMN01798237-NZ_AQID-.-Brucella_melitensis_F15_06_7.fna
GCF_006506545.1_ASM650654v1_genomic,Brucella melitensis R3/07-2,7.82718e-05,0.0,399/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; R3/07-2,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA201828,SAMN00811215,1160218,NZ_AQNM,./rcn/refseq-NZ-1160218-PRJNA201828-SAMN00811215-NZ_AQNM-.-Brucella_melitensis_R3_07_2.fna
GCF_006506545.1_ASM650654v1_genomic,Brucella melitensis F5/07-239A,7.82718e-05,0.0,399/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; F5/07-239A,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA201826,SAMN00811212,1160215,NZ_AQNK,./rcn/refseq-NZ-1160215-PRJNA201826-SAMN00811212-NZ_AQNK-.-Brucella_melitensis_F5_07_239A.fna
GCF_006506545.1_ASM650654v1_genomic,Brucella melitensis bv. 3 str. Ether,0.000156838,0.0,398/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; bv. 3; str. Ether,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN02795947,520466,GCF_000740355.1,./rcn/refseq-NZ-520466-PRJNA224116-SAMN02795947-GCF_000740355.1-.-Brucella_melitensis_bv._3_str._Ether.fna
GCF_006506545.1_ASM650654v1_genomic,Brucella melitensis bv. 3 str. Ether,0.000156838,0.0,398/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; bv. 3; str. Ether,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN02595290,520466,GCF_000158735.1,./rcn/refseq-NZ-520466-PRJNA224116-SAMN02595290-GCF_000158735.1-.-Brucella_melitensis_bv._3_str._Ether.fna
GCF_900446105.1_59302_A02_genomic,Brucella neotomae 5K33,0.0018780000000000001,0.0,377/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; neotomae; 5K33,Brucella neotomae,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN02595289,520456,GCF_000158715.1,./rcn/refseq-NZ-520456-PRJNA224116-SAMN02595289-GCF_000158715.1-.-Brucella_neotomae_5K33.fna
GCF_900446105.1_59302_A02_genomic,Brucella neotomae 5K33,0.00196351,0.0,376/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; neotomae; 5K33,Brucella neotomae,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN02768006,520456,GCF_000742255.1,./rcn/refseq-NZ-520456-PRJNA224116-SAMN02768006-GCF_000742255.1-.-Brucella_neotomae_5K33.fna
GCF_900446105.1_59302_A02_genomic,Brucella neotomae 5K33,0.00213556,0.0,374/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; neotomae; 5K33,Brucella neotomae,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN02427357,520456,GCF_000712255.1,./rcn/refseq-NZ-520456-PRJNA224116-SAMN02427357-GCF_000712255.1-.-Brucella_neotomae_5K33.fna
GCF_900446105.1_59302_A02_genomic,Brucella suis,0.00310675,0.0,363/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; suis,Brucella suis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN02780910,29461,GCF_000740235.1,./rcn/refseq-NZ-29461-PRJNA224116-SAMN02780910-GCF_000740235.1-.-Brucella_suis.fna
GCF_900446105.1_59302_A02_genomic,Brucella suis bv. 5 str. 513,0.00310675,0.0,363/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; suis; bv. 5; str. 513,Brucella suis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN02595279,520489,GCF_000157755.1,./rcn/refseq-NZ-520489-PRJNA224116-SAMN02595279-GCF_000157755.1-.-Brucella_suis_bv._5_str._513.fna
GCF_002278715.1_ASM227871v1_genomic,Brucella melitensis M5-10,0.0,0.0,400/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; M5-10,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA199560,SAMN02469338,1210452,NZ_ALOR,./rcn/refseq-NZ-1210452-PRJNA199560-SAMN02469338-NZ_ALOR-.-Brucella_melitensis_M5_10.fna
GCF_002278715.1_ASM227871v1_genomic,Brucella melitensis UK29/05,7.82718e-05,0.0,399/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; UK29/05,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN00839702,1169227,GCF_000370805.1,./rcn/refseq-NZ-1169227-PRJNA224116-SAMN00839702-GCF_000370805.1-.-Brucella_melitensis_UK29_05.fna
GCF_002278715.1_ASM227871v1_genomic,Brucella melitensis F10/06-16,7.82718e-05,0.0,399/400,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Brucellaceae; Brucella; melitensis; F10/06-16,Brucella melitensis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria,,,,PRJNA224116,SAMN00839697,1169224,GCF_000370665.1,./rcn/refseq-NZ-1169224-PRJNA224116-SAMN00839697-GCF_000370665.1-.-Brucella_melitensis_F10_06_16.fna
